top,aftblur,aftgray,aftthresh,afterode,aftcanny,afthough,aftdrawing,1000000
19371161,19380032,19380795,19381075,19403885,19410560,19422914,19448248
19475928,19483346,19483968,19484197,19502184,19508772,19519171,19542027
19570431,19582016,19582789,19583069,19606469,19613362,19623800,19645240
19673276,19682041,19682797,19683075,19705888,19712741,19723140,19744578
19772683,19780153,19780754,19780979,19798944,19805532,19815187,19835668
19863983,19872813,19873574,19873850,19896979,19907159,19923412,19945548
19973918,19983271,19984060,19984340,20007205,20018934,20039299,20062335
20089530,20101522,20102560,20102928,20134903,20144321,20156034,20180912
20209945,20227815,20230207,20232107,20276443,20286050,20298656,20322432
20350172,20359241,20360209,20360726,20393321,20408374,20419513,20444153
20471643,20484098,20484900,20485188,20533955,20547459,20571112,20596553
20625299,20667231,20670359,20671532,20689684,20698629,20714511,20740880
20769288,20781345,20782147,20782429,20805542,20812637,20824775,20850004
20878094,20888158,20889067,20889617,20928452,20942865,20961463,20988523
21016492,21025403,21026200,21026585,21083009,21091879,21105598,21134802
21162498,21168164,21168606,21168779,21181504,21200660,21237711,21269918
21297624,21306028,21306790,21307083,21329960,21337524,21349264,21381148
21409309,21420591,21421615,21422161,21443391,21449816,21461427,21495582
21522258,21533263,21534625,21535447,21576649,21583677,21598408,21634459
21662780,21676163,21677469,21678283,21713981,21721664,21734381,21771723
21800697,21805864,21806246,21806401,21817518,21838913,21872919,21913528
21943812,21957503,21958997,21959825,22003372,22012553,22029889,22072777
22102477,22111699,22112376,22112858,22134431,22142713,22160907,22204514
22234050,22245235,22246147,22246811,22268888,22278090,22293883,22337009
22368210,22386299,22387810,22388741,22406115,22414186,22431594,22472077
22501043,22513076,22514051,22514758,22543641,22551124,22566937,22603893
22631886,22640201,22641177,22641698,22674180,22681905,22695953,22729895
22758564,22773433,22774279,22775100,22805361,22813102,22825823,22858835
22886955,22900824,22901968,22902204,22932817,22940693,22956921,22987350
23017035,23036023,23037948,23038557,23077418,23087304,23104488,23133611
23162946,23172004,23173860,23174802,23197414,23208924,23225033,23255626
23283548,23293368,23294283,23294993,23335769,23345563,23373681,23405488
23433672,23444727,23445372,23445618,23475753,23490171,23504306,23538991
23566782,23575464,23576406,23576903,23604542,23618366,23636715,23672111
23700033,23712664,23716470,23717912,23746809,23760235,23787486,23826968
23855686,23864689,23865332,23865958,23892783,23905126,23920718,23961330
23989884,23999350,24000170,24000437,24033676,24042026,24058601,24099088
24126928,24138255,24139287,24142964,24179628,24187106,24205517,24245300
24274123,24285007,24285972,24287421,24311250,24318861,24336788,24376381
24404178,24411866,24412493,24412728,24438867,24446793,24466724,24509517
24537192,24546654,24547546,24547779,24568685,24576057,24591937,24634902
24662943,24675010,24676005,24676529,24708202,24715711,24733276,24774170
24802789,24812798,24813443,24813700,24835506,24845362,24861068,24900140
24930213,24943463,24944449,24945090,24969895,24979777,24999701,25038351
25066180,25075797,25076588,25077094,25113006,25124140,25143261,25184513
25212550,25223601,25224619,25225161,25260917,25269352,25291841,25334679
25362156,25373093,25374088,25374615,25396750,25404942,25424927,25473853
25504057,25512538,25513317,25513805,25535935,25545106,25568913,25618472
25647658,25657579,25658357,25658775,25692400,25708265,25738420,25790810
25819855,25828476,25829279,25829596,25855435,25863216,25880188,25932981
25961520,25979910,25981291,25982013,26002772,26010823,26034514,26091152
26119404,26130290,26131472,26132319,26168890,26180404,26201818,26257565
26285094,26298396,26299657,26300537,26324172,26331509,26352697,26412834
26440709,26449862,26450641,26451054,26470213,26477428,26495668,26558456
26586008,26599838,26601022,26601634,26632690,26643669,26670741,26736344
26763057,26774166,26775192,26775967,26797334,26803586,26819933,26887308
26915341,26925245,26926214,26927004,26953965,26963488,26990109,27060644
27087088,27097972,27098934,27099585,27124415,27134455,27157471,27234833
27263298,27278923,27280477,27280800,27305665,27313177,27332924,27416227
27443506,27454497,27455279,27455575,27480601,27487451,27507392,27595539
27624951,27638879,27639873,27640397,27667643,27675326,27698751,27784745
27812228,27830272,27831655,27832376,27855401,27863401,27886961,27971736
27999578,28008413,28009172,28009448,28032750,28044512,28069180,28154778
28183639,28194545,28195580,28195948,28216374,28223541,28244124,28347132
28374774,28391115,28392560,28392981,28406821,28415479,28439837,28542006
28569412,28586924,28590500,28595001,28651033,28661576,28687361,28791092
28819122,28840279,28841612,28841799,28855380,28862483,28880451,28985896
29014201,29025866,29026910,29027301,29050105,29057046,29074033,29174098
29200870,29211735,29212789,29213158,29241524,29249058,29271162,29370654
29398725,29414367,29415417,29415784,29440809,29449857,29471421,29570819
29597240,29611567,29613172,29614247,29645027,29654939,29678867,29783224
29810415,29824052,29825045,29825574,29858939,29867235,29886851,29996013
30023451,30032194,30032980,30033274,30058448,30066497,30084835,30194988
30222848,30231340,30232102,30232379,30255172,30261997,30283262,30388232
30415794,30426704,30427744,30428111,30493841,30502496,30525592,30627131
30654410,30665401,30666171,30666460,30689442,30701213,30728813,30828008
30855956,30872529,30874193,30874765,30925963,30935068,30962028,31052102
31079650,31088013,31088773,31089049,31147090,31156135,31172886,31256172
31283100,31289177,31289656,31289941,31313861,31322453,31341030,31415355
31443427,31451802,31452653,31453246,31484218,31497163,31517156,31577397
31604454,31610519,31611048,31611344,31627368,31636240,31651391,31707337
31733821,31742184,31742947,31743254,31777385,31791888,31815809,31866046
31893250,31898084,31898429,31898571,31908469,31921044,31953061,31995392
32022657,32029129,32029659,32029861,32044758,32050971,32060727,32097152
32125314,32139242,32140964,32141841,32172357,32184279,32200306,32230911
32259847,32270215,32271448,32272211,32310737,32322685,32334787,32360688
32389125,32400952,32402971,32404160,32459441,32467431,32479620,32502111
32530061,32535582,32536016,32536187,32558044,32580075,32602268,32622617
32650591,32659444,32660203,32660480,32683302,32690025,32700888,32718531
32746898,32757415,32758364,32758854,32780595,32788161,32798568,32814211
32841195,32846283,32846666,32846825,32862228,32879140,32913928,32933082
32960108,32968613,32969370,32969648,32992398,33004081,33027957,33047191
33076336,33099088,33100641,33102102,33130333,33142345,33163369,33182762
33211903,33238385,33239461,33239828,33271297,33278841,33292107,33311609
33339020,33346647,33348747,33349151,33404941,33413045,33425680,33446767
33474825,33480372,33480805,33480978,33518974,33539184,33555887,33577391
33604948,33611906,33612512,33612745,33630628,33645943,33683964,33707168
33735980,33744233,33744989,33745267,33768471,33775134,33786335,33808303
33837109,33852691,33853675,33854368,33878641,33888519,33906460,33928457
33956317,33967537,33968312,33968593,34003855,34011850,34027203,34050527
34078712,34084875,34085377,34085571,34100425,34106686,34116454,34141046
34171067,34178883,34179580,34179992,34199005,34207683,34223726,34248752
34276802,34283714,34284320,34284548,34324064,34337639,34349933,34376034
34404175,34412633,34413389,34413665,34452024,34473781,34493394,34519648
34547105,34551935,34552281,34552427,34562332,34574192,34602920,34628700
34658742,34666449,34667056,34667283,34685223,34695179,34714258,34739714
34768746,34789801,34792192,34793928,34835385,34842684,34855571,34880512
34909758,34916242,34916743,34916936,34953591,34970552,34988038,35012768
35041472,35055351,35056447,35058112,35089090,35098322,35115641,35141956
35170769,35177836,35178420,35178651,35196578,35211820,35248976,35275659
35305385,35314322,35315088,35315364,35338166,35344859,35355410,35380152
35409617,35420873,35421824,35422507,35440459,35448370,35458711,35483506
35511950,35517065,35517448,35517605,35539532,35551867,35580293,35606018
35635066,35643914,35644682,35644961,35667734,35674534,35684858,35708749
35736486,35744605,35745318,35745788,35766419,35773205,35785106,35808513
35837135,35842714,35843536,35843728,35854917,35867390,35903216,35925538
35953771,35961169,35961794,35962042,35980494,35990408,36001298,36021616
36052124,36068227,36070233,36070887,36088237,36094967,36104286,36122752
36151852,36157622,36158093,36158282,36174311,36187762,36213663,36230867
36259565,36268052,36268773,36269054,36291879,36306519,36326228,36343550
36373355,36383373,36384152,36384564,36409381,36417706,36429729,36450063
36477923,36486223,36486985,36487263,36520551,36536249,36554557,36574396
36601456,36609878,36610640,36610916,36638137,36650014,36667044,36685879
36714658,36729184,36730419,36731219,36757460,36764337,36776012,36793271
36820976,36836229,36838086,36839138,36854956,36863067,36874363,36889871
36917386,36922918,36923261,36923408,36933070,36943070,36957949,36971671
37002035,37013049,37014039,37014563,37030605,37038044,37050160,37062999
37091222,37096635,37097027,37097184,37108328,37128319,37160099,37171817
top,aftblur,aftgray,aftthresh,afterode,aftcanny,afthough,aftdrawing,1000000
1071841,1096007,1097464,1098288,1992237,2004304,2018206,2023104
2054535,2062234,2063048,2063279,2087484,2099336,2112972,2117784
2160307,2177496,2179503,2180672,2206094,2214800,2222062,2227046
2257407,2266828,2267641,2268165,2293124,2300232,2308196,2313511
2342834,2351367,2351974,2352203,2372157,2382213,2393844,2398578
2426449,2455679,2458069,2460060,2481673,2490729,2499988,2504700
2531591,2537199,2537633,2537808,2550788,2573331,2595102,2600054
2628884,2634981,2635457,2635781,2657395,2667088,2677259,2682586
2710741,2719187,2719967,2720435,2768374,2777241,2786923,2792450
2820553,2826361,2826794,2826966,2839614,2846907,2854881,2859851
2888532,2898109,2898970,2899592,2936102,2950160,2960485,2965681
2993550,3004690,3005725,3006094,3052502,3060297,3071299,3077073
3106978,3116248,3116877,3117109,3135549,3141761,3148348,3153315
3181572,3197561,3199377,3200471,3226542,3235064,3244034,3248754
3276726,3282968,3283478,3283673,3298495,3306701,3316282,3321081
3348641,3363743,3365514,3366409,3399187,3407739,3414773,3418933
3448680,3454880,3455382,3455585,3472602,3479766,3486941,3491314
3519212,3528594,3529506,3531049,3558258,3566251,3574945,3579278
3606485,3612046,3612497,3612680,3632322,3642325,3649522,3653120
3680988,3689530,3690469,3690972,3710893,3719407,3727061,3730141
3758250,3765166,3765817,3766312,3812292,3821003,3829818,3833397
3862094,3870691,3871450,3871729,3897524,3908953,3919161,3922402
3950384,3961350,3963066,3964317,4012663,4019492,4025309,4028410
4055581,4061798,4062303,4062466,4081988,4094493,4104835,4108322
4136762,4151869,4153184,4154335,4181951,4193942,4199421,4201964
4233685,4249366,4251150,4252160,4284090,4291547,4298613,4301748
4330633,4336846,4337348,4337544,4352725,4360929,4368705,4371758
4401422,4415343,4416152,4416460,4451449,4459962,4467426,4470945
4499574,4506089,4506595,4506787,4521633,4529733,4542820,4546504
4577423,4594197,4595985,4597110,4622981,4629656,4635524,4638909
4666992,4673340,4673843,4674040,4697141,4709955,4719709,4722742
4751135,4767315,4769144,4770434,4796662,4808056,4816786,4820667
4849435,4863627,4865265,4865791,4897858,4906379,4915008,4919508
4949174,4955116,4955548,4955721,4968409,4975934,4983012,4987384
5016620,5031226,5033142,5034684,5072960,5080331,5086950,5090999
5117931,5124226,5124730,5124924,5141335,5154170,5165539,5169789
5200353,5211234,5212180,5212876,5238239,5247862,5253659,5257279
5285091,5298609,5299813,5300639,5335636,5344044,5352669,5357332
5387069,5394493,5395131,5395374,5414941,5426885,5438158,5442201
5471069,5496941,5499366,5500912,5549214,5556105,5562456,5566535
5594088,5602678,5603619,5604190,5628801,5640980,5650109,5654902
5682643,5697741,5699414,5700518,5726666,5738663,5748256,5753352
5781913,5798072,5800071,5801620,5829650,5837880,5846611,5852208
5881003,5889319,5890078,5890355,5937985,5960815,5971035,5977470
6006442,6015207,6015973,6016253,6039608,6050866,6063937,6070686
6099867,6114655,6116672,6117720,6160023,6167112,6174403,6181097
6209362,6220070,6221107,6221944,6261687,6269913,6279210,6286679
6314802,6324674,6325477,6325760,6351120,6357662,6364569,6371890
6399558,6410030,6410950,6411635,6441124,6448945,6457355,6464888
6492938,6501473,6502230,6502509,6525779,6534126,6543751,6551332
6578998,6595491,6597013,6598040,6627471,6637514,6647089,6655016
6682416,6690826,6692037,6693018,6748644,6757496,6767807,6776066
6804889,6810433,6810864,6811038,6823703,6835157,6859867,6869363
6898598,6904740,6905229,6905533,6935832,6945563,6956987,6966417
6993687,7008598,7010304,7011449,7045254,7053668,7062899,7071696
7099819,7106843,7107446,7107673,7125592,7131534,7138254,7147647
7175115,7186702,7187632,7188271,7214844,7222438,7230779,7240333
7267634,7273303,7273736,7273907,7286569,7293955,7312896,7324384
7352618,7369121,7370772,7371682,7390278,7398335,7405528,7416790
7443650,7457371,7458741,7459617,7480562,7488688,7498867,7511375
7539265,7545749,7546254,7546425,7558351,7568244,7580482,7592817
7619939,7643737,7644933,7645912,7693118,7699701,7707925,7721559
7748673,7769105,7770824,7772520,7812214,7821390,7832982,7845340
7871133,7877326,7877831,7878025,7892845,7900994,7907737,7920208
7944171,7949348,7949726,7949937,7982392,7998961,8008802,8020822
8048826,8054997,8055499,8055696,8070506,8078961,8090244,8102846
8130219,8139515,8140307,8140620,8164284,8177776,8184604,8197078
8226610,8233680,8234499,8234952,8255379,8265048,8278442,8292937
8321286,8329590,8330259,8330795,8357313,8367897,8381279,8395299
8423132,8434287,8435223,8435940,8471413,8479081,8488267,8502645
8531341,8543884,8545661,8546886,8607554,8616009,8629203,8643644
8672495,8678053,8678498,8678671,8691402,8711907,8741787,8755465
8785707,8796945,8797587,8797822,8816283,8826226,8838907,8852153
8881226,8895490,8896677,8897344,8915026,8923576,8935427,8950457
8978473,8983602,8983991,8984148,8995538,9007376,9042254,9057156
9084992,9096358,9097407,9098241,9118207,9127938,9137510,9154695
9182991,9194344,9195367,9196011,9218906,9226571,9239907,9257883
9285724,9290993,9291384,9291541,9302663,9312599,9338239,9359137
9389939,9404823,9406034,9406669,9424649,9431486,9442807,9463034
9490822,9497489,9498055,9498406,9524473,9537107,9555545,9576130
9605178,9612301,9612906,9613132,9632246,9646787,9671772,9691635
9720772,9730456,9731097,9731334,9751439,9757896,9768271,9788773
9816768,9831988,9833440,9834594,9869608,9885175,9896767,9918137
9945901,9960836,9962566,9963598,9997132,10011823,10037581,10061254
10088365,10095738,10096340,10096567,10150437,10163400,10183659,10206426
10234529,10240325,10240759,10240931,10253587,10265283,10305030,10327432
10355969,10367231,10368185,10368991,10389016,10395400,10405968,10427928
10456137,10467663,10468588,10469280,10497315,10509830,10526852,10549708
10577080,10591019,10592777,10593654,10632614,10640844,10657277,10681727
10709838,10715973,10716474,10716669,10731512,10743496,10786454,10811748
10839976,10850377,10851012,10851244,10869666,10876121,10887947,10913266
10943007,10957210,10959227,10960774,11002056,11008942,11024221,11050068
11077444,11083876,11084495,11084872,11117710,11133510,11158204,11183997
11210973,11216566,11217019,11217198,11262053,11273882,11292469,11319662
11347900,11355280,11355888,11356113,11374042,11389091,11428436,11457595
11486167,11496678,11497319,11497561,11516933,11523220,11537151,11567264
11595430,11621317,11623702,11625439,11669935,11677907,11694435,11723625
11751407,11780102,11782793,11784527,11813545,11821091,11838307,11862140
11889767,11897254,11898111,11898590,11933400,11947285,11967642,11987002
12015279,12029362,12031158,12032122,12088441,12097365,12117246,12134906
12162323,12168126,12168561,12168741,12181400,12203161,12237320,12255431
12282411,12289854,12290457,12290686,12310750,12320579,12331137,12349198
12377955,12389644,12390600,12391331,12421479,12434238,12450940,12468630
12497381,12505256,12506266,12507002,12541427,12556726,12580623,12597764
12626221,12633671,12634273,12634500,12652465,12659389,12672397,12689908
12717865,12730300,12731152,12731895,12747181,12753392,12762847,12777613
12805748,12812039,12812539,12812835,12826003,12833487,12846758,12861730
12889809,12898261,12898812,12899032,12914373,12924477,12941167,12956395
12985766,12999116,13000433,13001396,13037780,13052984,13066643,13081719
13109269,13117635,13118424,13118715,13144028,13152212,13166578,13180997
13209156,13214980,13215424,13215597,13234946,13245289,13259914,13273840
13302546,13312983,13314303,13314966,13337319,13345930,13358536,13373515
13400389,13405452,13405842,13405998,13417119,13428786,13457099,13473389
13502997,13513712,13514354,13514586,13533030,13542468,13556726,13570191
13598618,13619492,13621402,13623109,13665115,13673877,13685024,13699109
13726192,13733157,13734067,13734552,13784934,13792801,13806394,13821218
13848781,13856042,13856645,13856872,13874813,13886673,13918856,13934668
13962752,13974039,13974949,13975601,13999542,14009252,14018141,14031801
14059452,14072932,14074323,14075180,14100987,14110211,14123291,14136847
14163917,14169319,14169680,14169842,14180970,14190843,14204374,14216831
14245722,14263742,14265205,14266050,14280169,14288325,14299552,14312587
14341079,14345654,14345968,14346102,14360998,14375624,14395749,14407800
14437652,14449420,14450551,14451287,14473119,14483047,14495157,14507051
14536035,14541796,14542211,14542521,14578828,14594197,14605091,14617491
14646694,14655236,14655995,14656271,14697556,14705502,14718483,14730483
14758362,14771678,14772472,14772756,14796104,14802800,14811350,14822536
14850187,14865174,14866721,14867799,14890307,14898390,14909004,14919704
14946434,14951593,14951985,14952144,14963517,14975246,14994984,15005418
15033508,15050543,15052169,15053421,15068731,15076219,15084533,15094368
15122900,15129377,15129948,15130318,15149063,15159389,15173908,15183334
15211213,15218898,15219419,15219624,15241126,15253040,15271498,15282161
